order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,cumulative_days,order_date
1818666,136099,prior,1,4,20,,0.0,2014-07-21
3145682,107960,test,12,4,14,30.0,187.0,2015-07-01
2705978,78334,prior,5,0,19,21.0,71.0,2015-04-06
2830613,125695,prior,6,5,18,6.0,27.0,2014-08-04
565582,131296,prior,12,6,18,5.0,95.0,2015-05-17
1169192,164010,prior,10,6,15,0.0,156.0,2015-06-01
1791426,4867,prior,3,2,16,11.0,41.0,2015-01-06
83824,185977,prior,20,5,17,3.0,173.0,2014-12-31
2689537,145173,prior,7,1,17,7.0,56.0,2015-06-17
1134866,125073,prior,19,5,14,5.0,205.0,2015-03-08
185135,115723,prior,4,1,14,3.0,17.0,2015-01-25
1506554,4170,prior,6,3,14,5.0,58.0,2014-09-18
790403,172790,prior,4,5,13,9.0,47.0,2015-01-05
494332,138384,prior,4,2,12,30.0,70.0,2015-05-06
3109639,85359,prior,15,3,9,1.0,51.0,2014-08-23
1091855,176924,prior,18,0,10,6.0,223.0,2015-03-10
2303842,101797,prior,45,2,16,5.0,164.0,2015-02-07
1733750,103990,prior,17,3,18,5.0,121.0,2014-10-30
1795262,57149,prior,15,1,14,19.0,214.0,2015-04-21
381983,161412,prior,36,4,15,7.0,298.0,2015-05-05
1673881,132597,prior,13,1,17,21.0,180.0,2015-05-24
1645782,161928,prior,46,2,11,2.0,137.0,2015-04-10
1534924,129092,prior,2,3,13,19.0,19.0,2014-12-04
1863363,170808,prior,39,5,14,4.0,244.0,2015-03-30
2227607,173514,prior,25,5,16,21.0,238.0,2015-03-05
2625403,83588,prior,6,6,16,7.0,42.0,2015-03-01
1750885,85176,prior,47,6,12,3.0,310.0,2015-05-22
2878446,187610,prior,14,3,15,7.0,97.0,2014-10-10
2569931,177194,prior,2,5,17,13.0,13.0,2015-05-19
1160320,26660,prior,6,3,10,9.0,90.0,2015-06-16
1522980,51609,prior,4,1,17,30.0,63.0,2014-10-27
3142659,157307,prior,33,6,16,5.0,245.0,2015-03-05
194904,60206,prior,19,1,16,18.0,153.0,2014-12-05
923857,199163,prior,9,1,11,20.0,57.0,2014-08-27
328187,136485,prior,10,0,15,7.0,118.0,2014-11-12
1666721,151101,prior,4,0,13,11.0,28.0,2015-06-01
239636,187895,prior,4,2,21,7.0,18.0,2015-03-08
597717,36136,prior,2,2,10,30.0,30.0,2015-06-10
149297,49457,prior,9,2,11,5.0,62.0,2014-12-29
456868,175232,prior,2,3,15,6.0,6.0,2015-01-16
138957,2325,prior,3,4,16,10.0,40.0,2014-12-31
1460198,183209,train,6,2,13,26.0,124.0,2015-07-01
1478972,163819,prior,14,1,10,7.0,97.0,2014-10-14
1601131,42853,prior,1,5,10,,0.0,2015-06-09
3184805,112651,prior,6,3,17,5.0,32.0,2014-09-02
2270694,139366,prior,10,0,15,12.0,124.0,2015-03-07
3131359,25245,prior,20,4,8,11.0,101.0,2014-11-05
2817738,175434,prior,22,3,18,6.0,227.0,2015-03-01
374148,26903,train,5,3,9,17.0,68.0,2015-07-01
16202,138483,prior,39,5,18,4.0,171.0,2014-12-21
2203324,36448,prior,20,5,11,2.0,137.0,2015-05-07
11388,58619,prior,1,3,11,,0.0,2014-09-03
567143,102473,prior,2,2,13,7.0,7.0,2014-12-12
2630498,164121,prior,16,6,18,4.0,155.0,2015-01-27
1531074,50519,train,28,0,13,12.0,291.0,2015-07-01
2901217,55991,prior,8,2,9,7.0,35.0,2015-01-28
2205219,66089,prior,17,0,12,10.0,167.0,2015-06-11
1696556,115729,prior,12,3,16,15.0,126.0,2015-03-29
651634,92197,prior,27,0,9,10.0,263.0,2015-05-02
247699,74942,prior,51,0,13,1.0,204.0,2015-01-22
2406469,126887,prior,9,3,13,30.0,146.0,2015-05-03
2026145,159183,prior,79,2,23,2.0,311.0,2015-05-09
192997,149218,prior,17,6,14,6.0,99.0,2015-02-04
1812579,78224,prior,1,3,21,,0.0,2015-05-01
1034268,19663,prior,4,4,8,30.0,73.0,2015-06-01
1636593,22207,prior,5,1,10,30.0,84.0,2015-05-22
2032403,125247,prior,13,0,15,3.0,84.0,2015-04-18
1088072,142281,prior,9,6,19,2.0,20.0,2014-11-05
1033470,205287,prior,22,1,10,6.0,116.0,2014-12-15
2886174,144805,prior,24,5,16,3.0,42.0,2014-12-24
1161237,107154,prior,25,4,23,4.0,289.0,2015-04-18
2250985,87532,prior,14,1,8,13.0,157.0,2015-04-07
3282247,152749,prior,5,3,16,0.0,55.0,2015-05-05
1989898,114323,prior,7,0,11,30.0,154.0,2015-06-16
2515496,101659,prior,35,5,18,8.0,256.0,2015-03-20
1036185,41234,train,13,5,18,13.0,160.0,2015-07-01
429245,40634,prior,6,6,9,28.0,118.0,2015-06-03
1903766,67083,prior,13,4,14,2.0,48.0,2015-04-28
965476,176756,prior,16,2,15,11.0,129.0,2015-02-05
1772732,128178,prior,3,1,18,27.0,57.0,2015-06-01
1227223,93851,prior,23,4,14,6.0,172.0,2014-12-28
702422,79480,train,27,4,10,30.0,266.0,2015-07-01
663164,109287,prior,40,0,10,10.0,316.0,2015-05-13
590363,122991,prior,23,1,11,4.0,246.0,2015-03-10
2470067,8710,prior,2,4,14,0.0,0.0,2014-12-24
876775,21460,prior,6,6,16,4.0,34.0,2015-02-11
2298722,89517,prior,9,4,17,13.0,144.0,2015-06-05
152960,43786,prior,13,5,9,6.0,65.0,2015-01-12
2662158,128941,prior,4,0,7,30.0,82.0,2015-03-31
591595,86129,prior,3,1,9,3.0,7.0,2014-07-11
3182177,92364,prior,4,1,1,8.0,25.0,2015-04-25
2782160,46980,prior,8,5,9,16.0,60.0,2015-06-17
1175296,156043,prior,2,3,16,6.0,6.0,2015-03-31
2602913,153560,prior,20,3,23,12.0,219.0,2015-03-11
2434147,62799,test,16,0,19,14.0,284.0,2015-07-01
3409131,80527,prior,31,3,8,7.0,251.0,2015-05-22
2894199,177885,prior,12,5,15,17.0,94.0,2015-03-29
1455127,29616,prior,23,0,15,3.0,265.0,2015-04-17
330860,114568,train,18,0,10,9.0,170.0,2015-07-01
1827909,134730,prior,67,3,9,3.0,268.0,2015-03-29
2955453,46848,prior,3,2,12,5.0,6.0,2014-09-04
1612421,65371,prior,6,0,11,17.0,121.0,2015-01-09
415162,32569,prior,10,4,8,8.0,119.0,2014-11-07
677154,88972,prior,5,2,7,8.0,98.0,2015-05-26
2428333,112123,prior,6,2,12,16.0,59.0,2015-01-31
2944777,142348,prior,7,4,17,30.0,115.0,2015-02-25
1200476,7156,prior,1,3,9,,0.0,2014-12-23
2369095,71902,prior,54,5,8,5.0,242.0,2015-03-01
1607397,5535,prior,7,0,9,7.0,135.0,2015-05-02
2291674,158043,prior,10,1,7,8.0,105.0,2014-10-17
5599,27750,prior,1,3,21,,0.0,2015-01-28
517552,99666,prior,17,0,10,6.0,124.0,2015-02-18
36814,116378,prior,20,0,12,3.0,154.0,2014-12-05
2377518,74336,prior,65,2,12,4.0,287.0,2015-06-21
1886907,158709,prior,69,6,20,1.0,285.0,2015-04-15
539865,89276,prior,5,6,15,7.0,42.0,2014-10-23
705411,39501,test,18,2,16,17.0,344.0,2015-07-01
3026087,163496,prior,1,0,14,,0.0,2014-12-25
2876345,173931,train,7,5,9,30.0,89.0,2015-07-01
914625,43683,prior,58,1,13,3.0,354.0,2015-06-24
134758,144956,prior,36,4,10,4.0,178.0,2014-12-29
1713951,113941,prior,5,6,14,13.0,49.0,2015-03-27
1006369,32285,prior,15,2,10,6.0,127.0,2015-01-03
374542,109268,prior,1,5,16,,0.0,2015-02-27
778025,62512,prior,2,0,9,30.0,30.0,2015-01-31
3304359,48450,prior,16,1,8,13.0,133.0,2015-02-01
1010508,113371,prior,1,4,16,,0.0,2015-03-25
3109162,112691,prior,15,4,11,3.0,87.0,2014-12-04
2982675,80788,prior,27,1,9,11.0,188.0,2015-01-28
698422,32953,prior,24,0,20,6.0,188.0,2015-01-05
3266345,73670,prior,15,5,19,4.0,134.0,2014-11-16
2345707,57704,prior,24,3,8,1.0,150.0,2015-02-20
930570,11907,prior,25,4,12,3.0,91.0,2014-10-02
1861423,3210,prior,32,4,17,2.0,269.0,2015-03-28
3243858,108849,prior,22,5,21,8.0,175.0,2015-01-01
3308214,71685,prior,12,0,11,3.0,141.0,2015-01-16
2235395,187951,train,6,0,10,24.0,128.0,2015-07-01
2283349,86329,prior,14,2,15,30.0,231.0,2015-03-26
2333119,109653,prior,3,3,19,15.0,19.0,2015-03-02
2698628,183785,prior,26,5,8,4.0,256.0,2015-03-15
2128545,197085,prior,6,0,17,9.0,31.0,2014-08-03
2284814,147834,prior,57,3,19,2.0,137.0,2015-03-25
1518272,110894,prior,31,2,9,7.0,212.0,2015-04-12
559469,145483,prior,11,0,17,28.0,183.0,2015-02-28
1946392,62183,prior,7,4,23,3.0,57.0,2015-01-17
2469996,74294,prior,1,0,14,,0.0,2014-12-20
917710,167952,prior,1,5,21,,0.0,2015-06-19
230474,76503,prior,3,0,10,15.0,45.0,2014-12-30
2978941,134516,prior,12,0,17,7.0,66.0,2014-09-17
1681341,156247,prior,19,2,13,30.0,112.0,2015-03-01
503029,134407,prior,18,1,13,10.0,109.0,2014-12-19
1627733,95125,prior,5,1,13,7.0,42.0,2015-01-17
748006,29467,prior,18,0,10,3.0,209.0,2015-03-06
1974159,172999,prior,3,1,11,6.0,15.0,2015-05-07
2018522,76309,prior,10,3,16,4.0,37.0,2014-08-10
1977750,99761,prior,40,4,21,1.0,211.0,2015-02-08
2734241,48620,prior,12,4,16,0.0,33.0,2014-10-26
3401357,99020,prior,10,3,18,13.0,174.0,2015-06-21
1074229,132337,prior,4,2,21,30.0,88.0,2015-05-02
349096,205897,prior,3,0,22,4.0,14.0,2015-06-11
3358415,38466,train,8,4,18,30.0,91.0,2015-07-01
305867,188973,train,10,6,18,7.0,129.0,2015-07-01
1717116,85536,prior,35,0,13,0.0,260.0,2015-04-24
2582749,200984,prior,4,5,12,18.0,45.0,2015-06-03
1921507,47949,prior,36,1,18,7.0,215.0,2015-02-01
2880022,135685,test,26,6,19,6.0,147.0,2015-07-01
831322,57170,prior,10,0,11,18.0,140.0,2014-11-27
2592492,59291,prior,4,5,15,30.0,43.0,2014-10-18
62477,83257,prior,5,5,23,13.0,50.0,2015-01-30
115075,56627,prior,26,2,19,0.0,116.0,2015-06-19
3098070,54402,prior,13,0,13,16.0,188.0,2015-02-15
2125808,44975,prior,18,3,11,3.0,79.0,2014-12-21
2032201,84037,prior,9,5,9,3.0,53.0,2015-05-13
1589758,203896,prior,14,5,9,3.0,44.0,2014-08-15
2836139,159311,prior,2,2,5,30.0,30.0,2015-02-18
2242113,22167,prior,31,6,13,3.0,174.0,2015-02-16
1058493,171629,train,5,3,16,30.0,105.0,2015-07-01
133630,84847,prior,3,3,10,15.0,45.0,2014-12-30
1950983,39508,prior,15,0,14,16.0,168.0,2015-01-29
41376,113305,prior,19,0,8,13.0,175.0,2015-04-04
1182053,153819,prior,3,2,10,26.0,42.0,2015-05-18
1966489,27788,prior,6,1,15,6.0,62.0,2015-05-06
161752,112721,prior,34,2,19,14.0,287.0,2015-04-19
2474966,114280,prior,41,0,20,9.0,317.0,2015-05-17
1522391,94485,train,25,2,16,30.0,199.0,2015-07-01
2328979,80606,prior,22,5,15,30.0,316.0,2015-06-01
717837,51237,prior,4,3,22,30.0,74.0,2014-11-22
1429660,75664,prior,69,2,14,2.0,175.0,2015-03-30
886421,14501,prior,1,2,20,,0.0,2014-11-09
2576532,133609,prior,9,5,17,14.0,138.0,2015-01-18
1763649,163750,prior,12,3,7,2.0,34.0,2014-09-23
109143,171724,train,41,3,19,6.0,333.0,2015-07-01
1003683,68317,prior,21,5,9,13.0,186.0,2015-01-16
134569,159904,prior,4,3,13,8.0,22.0,2015-05-20
1549727,74157,prior,21,0,13,10.0,225.0,2015-02-12
2225416,120826,prior,4,5,15,30.0,65.0,2015-06-10
2668650,36445,prior,23,6,12,1.0,119.0,2014-11-03
2564511,186282,prior,13,3,11,8.0,160.0,2015-01-16
970190,70505,prior,56,2,8,6.0,204.0,2015-04-30
607502,102051,prior,12,5,9,10.0,108.0,2015-01-19
3359312,123160,prior,42,0,18,8.0,350.0,2015-06-24
871430,166866,prior,16,4,16,3.0,49.0,2014-08-19
2127348,52,prior,26,5,13,18.0,226.0,2015-06-18
2040407,198165,prior,40,0,1,9.0,177.0,2015-01-09
3102856,96165,prior,7,0,10,7.0,37.0,2014-12-17
1297422,43928,prior,6,0,11,7.0,77.0,2015-01-01
114006,116292,prior,1,2,14,,0.0,2015-02-24
1731548,82277,prior,21,1,15,7.0,160.0,2014-12-23
811116,31310,prior,31,3,6,1.0,49.0,2015-03-19
2240516,187930,prior,41,6,15,1.0,157.0,2014-12-25
3060958,159772,prior,4,1,12,5.0,16.0,2015-06-04
1905960,89608,prior,11,0,5,10.0,86.0,2015-06-13
693617,199688,prior,1,1,20,,0.0,2014-07-03
812436,82685,prior,4,2,20,10.0,49.0,2015-06-06
1835895,84870,prior,5,4,20,9.0,74.0,2014-09-28
2396863,20210,prior,2,4,16,30.0,30.0,2015-03-28
2792518,50358,prior,25,1,14,8.0,179.0,2015-06-03
1643851,53171,prior,7,0,10,12.0,75.0,2014-09-25
2658911,147629,prior,4,2,23,30.0,61.0,2015-06-01
1246261,152360,prior,44,0,10,4.0,226.0,2015-02-12
2545999,107909,prior,15,5,10,28.0,179.0,2015-04-01
2181285,84974,prior,3,4,23,30.0,60.0,2015-04-02
3179009,96135,prior,12,5,20,8.0,81.0,2014-09-20
1405140,101937,prior,56,3,12,2.0,307.0,2015-05-11
2722623,94401,prior,8,3,22,3.0,45.0,2014-08-17
2942287,79345,prior,39,1,14,16.0,348.0,2015-06-19
2755194,16999,prior,2,2,16,14.0,14.0,2015-05-26
2013242,53243,prior,15,6,16,6.0,190.0,2015-02-01
177281,67545,prior,18,3,16,22.0,219.0,2015-03-06
863590,95238,prior,44,4,12,4.0,300.0,2015-05-05
2075838,172765,prior,38,3,20,9.0,257.0,2015-06-08
2082539,43184,prior,5,5,18,30.0,117.0,2015-05-24
661374,121762,prior,1,0,14,,0.0,2015-05-11
2526922,48093,prior,14,4,22,6.0,128.0,2015-03-29
657351,92393,prior,22,5,9,0.0,92.0,2015-04-01
2758501,121855,prior,27,1,18,3.0,108.0,2014-10-17
213060,102794,prior,13,0,21,30.0,190.0,2015-06-17
2218527,188352,prior,13,1,9,14.0,114.0,2014-10-28
826427,37874,train,5,2,10,30.0,105.0,2015-07-01
3136956,13834,prior,2,4,16,6.0,6.0,2014-08-16
2370090,201766,prior,3,1,15,8.0,30.0,2015-05-04
3099703,58464,prior,12,0,11,6.0,146.0,2015-04-01
2819115,76272,prior,56,5,8,3.0,181.0,2015-02-05
391024,124400,prior,12,4,12,25.0,128.0,2014-12-02
1201375,160913,prior,15,1,18,6.0,214.0,2015-02-27
2063520,75431,prior,12,1,11,8.0,96.0,2014-10-17
3314088,28527,prior,8,2,15,8.0,111.0,2015-05-19
1036344,22789,prior,2,0,14,2.0,2.0,2015-03-17
1501718,126682,prior,17,3,16,5.0,222.0,2015-05-02
1417569,170847,prior,5,4,14,15.0,44.0,2014-08-26
2402579,76298,prior,18,4,12,9.0,227.0,2015-03-14
1148469,33911,prior,15,0,15,15.0,179.0,2015-01-07
1528592,49094,prior,25,6,12,13.0,162.0,2014-12-17
2371990,36254,prior,13,0,14,16.0,195.0,2015-06-14
944152,97065,prior,5,4,14,3.0,8.0,2015-06-22
598476,109640,prior,2,5,9,6.0,6.0,2014-07-11
1126718,192628,prior,6,2,17,4.0,35.0,2015-06-07
807125,118968,prior,9,4,11,0.0,21.0,2015-04-17
822194,68352,prior,2,5,8,5.0,5.0,2014-09-27
3330405,40715,prior,35,6,15,3.0,187.0,2015-05-21
1559269,172088,prior,53,6,11,25.0,286.0,2015-04-21
2707549,201997,prior,10,2,10,14.0,169.0,2015-05-21
2956721,85901,prior,3,4,13,6.0,12.0,2014-07-15
3356167,138425,prior,9,4,15,30.0,142.0,2015-06-01
977817,140109,prior,17,0,10,14.0,162.0,2014-12-29
1656908,196904,prior,11,1,12,4.0,77.0,2015-05-05
1145880,17532,prior,2,5,21,11.0,11.0,2015-05-20
1218793,45304,prior,4,0,11,10.0,20.0,2015-02-08
2354873,174029,prior,8,6,11,1.0,76.0,2014-10-23
557274,74377,prior,26,6,9,3.0,117.0,2014-12-22
791430,3505,prior,11,2,14,4.0,52.0,2015-06-24
31554,205691,prior,6,6,10,4.0,29.0,2014-08-02
1457960,21553,prior,46,5,18,2.0,190.0,2015-05-24
2245975,31451,prior,21,1,10,8.0,273.0,2015-06-17
1070750,28159,prior,45,2,11,2.0,225.0,2015-02-12
2507340,4103,prior,4,1,11,4.0,8.0,2015-06-04
50904,76229,prior,8,1,13,9.0,79.0,2014-10-13
2572376,96305,prior,30,3,9,13.0,219.0,2015-04-07
2485732,105564,train,23,4,7,13.0,273.0,2015-07-01
1235024,90678,prior,14,0,21,12.0,155.0,2015-01-15
2681105,205898,prior,17,4,7,4.0,89.0,2014-10-05
535392,33271,prior,7,1,12,30.0,135.0,2015-01-17
1706100,78921,prior,2,6,9,14.0,14.0,2015-02-12
1427049,33498,prior,15,2,9,5.0,100.0,2015-01-24
1099266,193619,prior,9,1,13,30.0,155.0,2015-05-26
1783311,196196,prior,1,2,14,,0.0,2014-08-02
2490522,90074,prior,15,2,10,30.0,193.0,2015-02-20
45229,151618,prior,38,5,9,2.0,179.0,2015-04-23
599925,162189,prior,3,4,10,9.0,21.0,2014-11-29
1627181,106081,prior,6,4,14,11.0,131.0,2015-05-02
1813054,42149,prior,5,4,7,23.0,94.0,2015-04-02
685731,59328,prior,38,6,19,2.0,205.0,2015-06-03
964339,172291,prior,9,3,8,2.0,80.0,2015-04-10
3212449,126594,prior,45,1,14,10.0,210.0,2015-01-31
517945,60778,prior,3,4,20,6.0,16.0,2014-07-20
1810752,39981,prior,5,1,7,11.0,77.0,2015-01-15
2660949,17988,prior,38,0,8,7.0,297.0,2015-06-03
235689,63869,prior,4,3,16,4.0,11.0,2014-12-16
1702863,40644,prior,36,1,17,4.0,310.0,2015-05-09
357234,164755,prior,38,4,22,7.0,286.0,2015-04-19
3179447,10293,prior,46,2,14,4.0,176.0,2015-01-19
2261206,177418,prior,89,1,9,3.0,264.0,2015-06-18
3003426,1951,prior,12,1,8,8.0,106.0,2014-11-14
1303733,104502,test,6,2,17,30.0,135.0,2015-07-01
2955483,163895,prior,37,2,10,6.0,208.0,2015-01-27
1129548,126949,prior,2,0,11,7.0,7.0,2015-04-04
918451,189413,prior,34,4,19,4.0,256.0,2015-03-16
112819,21085,prior,3,3,8,23.0,36.0,2015-05-20
82135,95557,prior,33,5,12,3.0,254.0,2015-04-16
2828864,107098,prior,13,5,15,13.0,150.0,2015-01-26
5402,129309,prior,6,2,12,8.0,71.0,2014-10-12
384823,3285,prior,5,5,23,4.0,36.0,2014-09-22
1162861,188020,prior,12,0,11,5.0,42.0,2014-11-12
827496,3273,prior,33,0,14,7.0,232.0,2015-02-18
350234,30167,prior,6,1,16,8.0,43.0,2014-09-06
1100587,180129,prior,7,4,19,29.0,90.0,2015-05-10
2732878,139496,prior,34,4,11,3.0,130.0,2015-05-30
1041475,33084,prior,16,0,10,1.0,152.0,2015-02-26
2135166,2459,prior,15,5,13,4.0,182.0,2015-05-22
3026573,116673,test,4,0,11,21.0,42.0,2015-07-01
1642416,191308,prior,15,6,11,16.0,203.0,2015-05-05
586944,192728,prior,4,0,21,13.0,73.0,2015-05-19
2316206,163641,prior,2,5,0,8.0,8.0,2015-01-24
1269144,194176,prior,25,0,8,10.0,262.0,2015-03-25
3034547,121210,prior,4,5,13,16.0,40.0,2014-10-06
2581852,116983,prior,19,2,9,30.0,249.0,2015-03-27
1329074,101143,train,23,5,15,8.0,211.0,2015-07-01
3344265,121397,test,28,3,7,15.0,333.0,2015-07-01
2457577,65832,prior,10,0,17,6.0,125.0,2015-06-03
241131,17155,prior,35,0,20,4.0,106.0,2015-01-13
3103978,134329,prior,47,0,13,0.0,238.0,2015-02-24
3030560,51618,prior,20,3,16,5.0,152.0,2014-12-01
840275,81652,prior,2,2,7,19.0,19.0,2015-04-16
645036,149297,prior,9,3,12,4.0,88.0,2015-03-20
323588,6342,prior,3,2,7,16.0,29.0,2014-10-29
2434663,32667,prior,6,0,19,9.0,26.0,2014-07-30
612304,59205,prior,7,2,8,15.0,70.0,2014-09-23
1494626,36007,prior,70,1,10,2.0,138.0,2015-06-28
1935801,128476,prior,1,1,9,,0.0,2014-11-18
3274783,44394,prior,6,0,12,7.0,64.0,2015-05-22
2710214,71757,prior,8,2,18,7.0,113.0,2015-02-04
2884777,152896,prior,16,6,14,14.0,133.0,2014-12-02
1550297,121346,prior,24,6,23,5.0,145.0,2015-05-05
988586,41285,prior,3,5,14,2.0,3.0,2014-09-17
1737166,129268,prior,13,2,15,5.0,72.0,2014-11-09
270802,178737,prior,25,3,17,3.0,119.0,2015-05-13
2807030,140250,prior,6,4,11,30.0,126.0,2015-01-16
2837249,87992,prior,4,0,22,11.0,25.0,2015-01-28
1956426,123415,prior,4,0,10,14.0,50.0,2014-10-15
1652163,101474,prior,16,6,17,8.0,126.0,2014-11-12
3310613,79509,prior,20,1,0,21.0,179.0,2015-03-11
1057387,54921,prior,23,3,15,2.0,85.0,2014-12-05
2678456,49336,prior,4,5,18,2.0,11.0,2014-07-15
2630691,143118,prior,44,0,17,4.0,137.0,2014-12-16
87749,152363,prior,31,0,10,6.0,220.0,2015-02-07
1733246,997,prior,4,2,11,23.0,62.0,2014-11-14
2987032,87812,prior,3,3,20,17.0,47.0,2015-06-01
1234084,175238,prior,22,3,19,4.0,164.0,2015-04-22
1626060,183126,prior,49,5,14,2.0,188.0,2015-06-16
2888560,12049,prior,4,6,12,5.0,19.0,2015-04-02
3264461,42464,prior,3,4,11,30.0,60.0,2015-06-04
1640639,124862,prior,12,2,22,7.0,196.0,2015-05-02
2313494,191406,prior,19,1,11,10.0,108.0,2014-12-25
3355686,51625,prior,16,5,17,19.0,117.0,2015-01-10
1402564,118154,prior,13,0,11,1.0,50.0,2015-05-14
1157958,136152,prior,38,2,17,0.0,218.0,2015-04-12
221658,117009,prior,28,1,17,5.0,130.0,2014-11-13
2901579,44365,prior,43,5,0,2.0,243.0,2015-03-04
1172673,33297,prior,5,6,15,30.0,62.0,2015-02-19
3087524,189534,test,6,0,20,30.0,150.0,2015-07-01
2804379,18807,prior,65,5,9,6.0,275.0,2015-04-27
767160,73011,prior,49,6,8,9.0,274.0,2015-05-27
171592,111554,prior,3,4,12,30.0,46.0,2015-05-18
700063,183076,prior,7,1,13,30.0,112.0,2014-11-30
2308612,152905,prior,4,3,10,30.0,71.0,2015-05-09
1446279,135227,prior,49,1,8,5.0,171.0,2015-06-11
2892649,45986,prior,7,3,15,2.0,23.0,2014-09-07
2139367,60251,prior,2,4,8,30.0,30.0,2014-12-12
3093286,70298,prior,27,2,12,28.0,265.0,2015-03-31
2557590,160714,prior,4,1,11,6.0,14.0,2015-04-08
2962104,112528,prior,4,1,14,13.0,29.0,2015-05-12
1495493,102666,prior,88,5,20,1.0,313.0,2015-06-01
1268418,77160,prior,51,5,17,7.0,283.0,2015-05-07
2281257,100961,prior,4,3,17,4.0,11.0,2015-04-25
349480,31785,prior,1,6,10,,0.0,2014-10-08
1805247,74819,prior,3,0,17,7.0,27.0,2014-10-29
1260995,158294,prior,4,5,11,7.0,14.0,2014-09-06
1513945,21894,prior,8,3,19,18.0,90.0,2014-12-23
2693027,729,prior,21,1,12,7.0,98.0,2014-10-08
2664489,25472,prior,18,1,11,6.0,200.0,2015-06-08
2393387,24036,prior,48,0,19,5.0,262.0,2015-05-07
1776897,17336,train,9,0,14,10.0,92.0,2015-07-01
3337287,157637,prior,10,0,22,6.0,121.0,2014-12-02
626550,22504,prior,49,0,18,5.0,194.0,2015-01-12
306597,16793,prior,21,1,16,13.0,283.0,2015-05-10
675410,99132,prior,23,1,11,0.0,73.0,2014-09-17
1805081,129447,prior,18,1,12,13.0,281.0,2015-04-30
45189,102929,prior,1,0,12,,0.0,2014-07-13
584013,70116,prior,27,1,8,12.0,244.0,2015-04-05
316452,4044,prior,18,1,17,4.0,94.0,2014-10-21
2278793,91987,test,72,1,11,9.0,365.0,2015-07-01
2222236,141398,prior,12,2,22,2.0,129.0,2015-06-28
356882,162750,test,26,0,15,16.0,318.0,2015-07-01
1951347,98601,prior,16,2,10,2.0,38.0,2014-12-01
2998996,139439,prior,1,5,11,,0.0,2014-08-29
23571,104536,prior,3,2,21,2.0,32.0,2015-01-16
1679818,73544,prior,30,0,18,12.0,270.0,2015-05-12
1589801,25521,prior,4,5,10,21.0,46.0,2014-12-10
786546,71151,prior,27,4,10,15.0,228.0,2015-02-19
3397759,196562,prior,21,1,9,8.0,154.0,2014-12-04
838752,154615,prior,15,5,16,11.0,165.0,2015-06-06
2401647,38314,prior,4,6,9,30.0,63.0,2015-06-07
1722759,79708,prior,98,6,14,1.0,186.0,2015-06-27
3344009,178308,prior,6,5,16,1.0,28.0,2015-03-08
1148144,58447,prior,5,2,13,30.0,120.0,2015-04-06
846690,60679,prior,17,6,14,30.0,217.0,2015-03-25
1320633,190890,prior,14,1,17,6.0,119.0,2014-10-30
34244,154072,prior,9,6,10,6.0,90.0,2014-10-09
516403,127578,prior,4,2,9,30.0,84.0,2015-06-01
2881431,92884,train,5,3,10,20.0,90.0,2015-07-01
1835005,141483,prior,18,5,15,8.0,98.0,2014-10-07
791206,32118,prior,49,2,18,1.0,241.0,2015-02-28
1947646,116458,prior,99,1,14,2.0,333.0,2015-06-29
773487,175900,prior,5,1,11,30.0,76.0,2015-05-31
1511765,114331,prior,4,0,12,7.0,37.0,2015-06-03
1472618,124587,prior,7,5,22,4.0,39.0,2015-02-23
1854375,136122,prior,5,1,8,3.0,26.0,2015-03-02
1472280,199746,prior,14,0,13,8.0,91.0,2015-05-08
2024457,53694,prior,44,3,14,5.0,192.0,2015-01-13
2964954,19093,prior,5,0,13,14.0,84.0,2015-06-01
889321,199955,prior,35,1,14,7.0,248.0,2015-04-30
2319870,52366,prior,3,1,13,10.0,24.0,2015-06-20
3135473,110925,prior,1,1,0,,0.0,2015-02-05
2434146,162264,prior,2,5,11,21.0,21.0,2014-11-18
2210199,71617,prior,26,0,13,12.0,203.0,2015-02-23
2013388,46994,prior,18,6,15,7.0,179.0,2015-03-13
1567920,103644,prior,59,2,16,9.0,240.0,2015-03-02
3420574,104581,prior,1,2,15,,0.0,2014-07-21
129682,179752,prior,68,6,12,4.0,299.0,2015-04-30
1540823,24714,prior,6,5,8,17.0,74.0,2014-11-11
157970,65812,prior,7,3,8,30.0,115.0,2015-06-20
284189,154743,prior,18,5,11,6.0,211.0,2015-02-24
755358,109563,prior,3,3,15,5.0,19.0,2015-03-01
3253052,43040,prior,7,6,15,11.0,100.0,2015-04-17
3236899,144399,prior,3,0,11,8.0,17.0,2014-10-02
976527,135561,prior,17,6,22,2.0,152.0,2015-04-03
6591,150640,prior,10,5,14,5.0,65.0,2015-03-18
1608834,155287,prior,2,2,8,1.0,1.0,2014-10-13
3190575,111885,prior,3,3,5,16.0,24.0,2015-05-22
2751644,149901,prior,2,3,15,16.0,16.0,2015-05-13
3009409,197962,prior,30,2,9,7.0,335.0,2015-06-19
506620,166686,prior,33,2,14,5.0,241.0,2015-03-14
500117,29623,prior,63,2,13,1.0,113.0,2015-05-12
3093586,49176,train,12,6,0,6.0,153.0,2015-07-01
268502,14771,prior,3,2,21,13.0,20.0,2014-08-04
2787322,144518,train,6,5,15,13.0,100.0,2015-07-01
2380346,90699,train,17,6,18,17.0,335.0,2015-07-01
