order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1410082,173329,prior,41,3,20,5.0
1032805,130534,prior,17,1,12,4.0
586489,151535,prior,10,6,09,6.0
2629086,33005,prior,7,2,17,13.0
637429,148494,prior,13,2,10,2.0
1470624,124700,train,46,2,00,7.0
2700439,120359,prior,2,4,15,30.0
106639,8965,prior,4,5,15,9.0
1945198,76460,prior,41,5,12,3.0
2379701,175240,prior,4,1,16,7.0
2653227,6668,prior,23,1,13,7.0
1916901,7509,prior,2,2,11,30.0
3001201,73657,prior,13,6,17,30.0
2894720,28452,prior,3,5,10,25.0
2539010,197793,prior,6,4,19,4.0
2674070,83171,prior,15,5,11,1.0
27911,168806,prior,2,1,12,30.0
85843,98864,prior,1,0,13,
3374232,179511,prior,3,3,17,10.0
3214136,102416,prior,17,3,18,4.0
1589990,142309,prior,16,1,22,5.0
2557887,34672,prior,20,2,13,16.0
631777,45320,prior,7,3,14,10.0
2342411,64118,prior,26,6,16,4.0
1640911,22962,prior,2,0,16,21.0
3097492,75603,test,10,0,00,30.0
2819977,8340,prior,3,2,17,7.0
554008,115793,prior,7,2,09,8.0
1578286,160247,prior,31,1,13,11.0
2529153,52180,prior,73,5,22,3.0
830154,87686,prior,15,6,14,4.0
195467,56485,prior,17,1,15,20.0
294181,143119,test,4,5,13,30.0
256167,199305,prior,52,6,12,4.0
2105687,177703,prior,10,2,08,16.0
921630,133213,prior,3,5,12,9.0
2118757,102944,prior,9,3,10,6.0
132202,89064,prior,89,5,11,7.0
1700118,78114,prior,1,0,12,
1983163,81097,prior,5,1,18,6.0
133246,200005,prior,34,2,16,5.0
204966,136212,prior,50,1,19,3.0
3196543,81974,prior,51,2,03,6.0
2174258,197523,prior,40,2,17,4.0
1635294,148017,prior,15,3,12,6.0
2571047,154510,prior,3,0,11,30.0
78726,110095,prior,1,0,10,
2588744,205106,prior,7,5,21,30.0
2692216,89541,prior,12,1,23,1.0
2748964,30708,prior,39,2,11,5.0
1533979,87284,prior,8,5,09,0.0
3046529,185694,prior,16,6,12,6.0
1446182,199635,prior,8,6,11,4.0
1827526,136163,prior,47,4,14,4.0
189379,78623,prior,8,3,19,20.0
559933,93269,prior,19,1,14,7.0
2229715,104131,prior,18,5,11,8.0
2683238,100705,prior,9,1,14,13.0
2408459,24132,prior,3,0,11,6.0
2388957,169488,prior,10,3,09,5.0
1415235,115918,prior,10,0,15,15.0
2041249,10613,prior,40,1,07,8.0
3211274,64847,prior,1,5,11,
2047117,164399,prior,19,5,14,5.0
2471984,203434,prior,9,4,16,5.0
2525293,22193,train,17,6,10,15.0
1452982,120763,prior,41,5,18,5.0
2149062,93906,prior,42,1,08,2.0
2812354,112844,prior,1,2,21,
2692485,3988,train,12,0,00,29.0
928074,26739,prior,25,3,15,16.0
1551978,167962,prior,1,4,11,
2795266,187431,prior,66,2,21,6.0
1370859,178639,prior,1,1,10,
1893247,48147,prior,71,5,16,2.0
2334453,113270,prior,20,6,17,16.0
3133753,103874,prior,15,2,21,6.0
2047273,113379,train,11,0,17,12.0
2459379,172638,prior,1,1,17,
3353300,125501,prior,7,2,11,11.0
2851921,28383,prior,9,4,20,14.0
2684214,177736,prior,3,1,17,14.0
877398,134867,prior,6,5,08,9.0
2516480,102313,prior,39,0,15,6.0
1181691,195403,prior,10,3,21,15.0
27918,30434,prior,40,1,17,20.0
2402627,124753,prior,58,4,11,3.0
1899857,123248,prior,16,4,12,0.0
2673259,48094,prior,17,6,14,0.0
2429884,130572,prior,15,0,14,30.0
1086399,54095,prior,56,4,08,3.0
2536606,30308,prior,8,6,09,12.0
403033,44927,prior,6,0,13,2.0
363964,139591,prior,2,5,22,13.0
3298423,90,prior,56,3,10,5.0
2682249,202890,prior,30,2,19,2.0
2687458,136655,prior,23,6,11,13.0
2739949,114377,prior,29,2,21,1.0
1250033,20883,prior,6,2,15,30.0
1535042,30060,prior,2,3,19,23.0
1073404,130824,prior,11,0,10,14.0
1158755,61359,prior,4,2,15,7.0
740915,196016,prior,17,6,08,7.0
2958170,204796,prior,14,4,14,11.0
2648440,7015,prior,30,2,21,3.0
351771,51422,prior,33,4,17,4.0
2785597,14800,prior,6,5,20,30.0
325575,115535,prior,11,1,08,9.0
2786122,75836,prior,4,1,12,7.0
121037,185692,prior,30,6,15,6.0
2075656,21275,prior,6,5,09,21.0
2969973,163111,prior,23,5,13,7.0
855498,54879,prior,8,2,17,22.0
505044,191211,prior,13,0,10,6.0
2304913,187007,prior,57,5,19,7.0
2641380,26022,prior,33,0,12,4.0
3339557,77916,prior,1,3,18,
2895511,181171,prior,3,5,18,9.0
2289355,140595,prior,26,2,18,2.0
1323378,176305,prior,1,3,16,
868376,35167,prior,9,0,14,7.0
2717504,205444,prior,6,2,19,4.0
3165502,61909,train,6,0,10,30.0
1539930,27331,prior,17,0,10,8.0
2082657,103507,prior,24,1,14,5.0
1430166,180115,prior,17,2,08,15.0
325916,21517,prior,3,2,15,15.0
1465519,55410,prior,1,3,08,
3249891,140034,prior,9,5,14,18.0
2225089,164622,train,15,5,11,15.0
3015619,162623,prior,21,6,13,21.0
37291,131884,test,8,6,15,6.0
2405286,89102,prior,2,5,06,7.0
1129586,37975,prior,50,4,19,7.0
2381548,126784,prior,10,0,10,24.0
3107218,67505,train,19,3,07,20.0
656542,194190,prior,12,1,21,22.0
694297,37121,prior,7,6,07,8.0
1945034,64590,prior,10,2,19,4.0
1628731,176573,prior,3,2,10,30.0
867898,144674,prior,2,3,10,8.0
6249,149377,prior,35,2,12,7.0
2762477,85260,train,9,5,17,12.0
1555850,173970,prior,11,6,16,4.0
1677136,205733,prior,37,0,16,4.0
3406975,144249,prior,10,4,17,4.0
3122316,179364,prior,53,1,16,0.0
838903,34204,prior,30,2,09,4.0
803048,121851,prior,28,6,01,2.0
1236242,151676,prior,4,1,13,17.0
2434280,135986,prior,16,2,11,30.0
1989473,21469,prior,69,4,15,1.0
2901499,43510,prior,1,0,20,
974881,66482,prior,91,5,22,0.0
2674432,75010,prior,5,3,16,30.0
1134353,73291,prior,38,3,17,11.0
64764,4298,prior,12,0,09,8.0
1465289,101959,prior,47,3,11,2.0
2198699,92675,prior,32,1,09,4.0
308639,53065,prior,44,3,21,0.0
1581150,82544,prior,39,2,07,4.0
1000481,80629,prior,14,0,19,30.0
1630285,129907,prior,5,6,09,13.0
2739494,145923,prior,16,6,17,28.0
58858,30183,prior,51,3,07,8.0
1148971,16676,prior,11,2,16,7.0
356340,72430,prior,8,0,16,6.0
1352113,75395,prior,3,1,14,4.0
2291585,47678,prior,16,5,14,25.0
685617,31873,prior,7,3,10,2.0
152673,129853,prior,2,5,18,20.0
1860819,86383,prior,61,3,08,4.0
2523978,160205,prior,5,0,10,7.0
844943,98709,prior,26,1,16,2.0
2919112,102998,prior,4,6,12,30.0
2542799,180172,prior,13,1,15,14.0
2958975,76873,train,6,0,16,29.0
1578082,160999,prior,24,3,08,2.0
2237769,125937,test,7,2,12,30.0
1892615,193040,prior,24,2,13,4.0
507573,25422,prior,58,0,13,2.0
228470,61886,prior,2,6,21,28.0
2110238,29125,prior,31,4,11,9.0
3214285,181405,prior,5,2,09,8.0
300023,11435,prior,13,0,15,6.0
1775055,33263,prior,5,5,18,4.0
2043380,152050,prior,41,1,16,11.0
998065,14071,prior,8,6,12,30.0
1148371,192782,prior,12,1,15,14.0
2646060,184454,prior,4,5,11,7.0
4849,6721,prior,34,0,12,24.0
2575943,103403,prior,2,0,09,6.0
3023014,111784,prior,63,1,21,3.0
2287183,203782,prior,4,2,17,30.0
2491034,103068,prior,11,3,10,23.0
3011803,172509,prior,35,3,16,8.0
1489089,130414,prior,3,0,13,12.0
1371680,88286,prior,3,1,13,22.0
2372180,137513,prior,27,2,12,3.0
756331,61194,prior,26,4,15,4.0
1565997,161076,prior,3,1,15,12.0
173787,167456,prior,11,0,09,7.0
632937,53516,prior,25,0,10,6.0
833056,193466,prior,22,6,19,1.0
1636746,123136,prior,11,1,19,6.0
315644,144584,prior,7,5,16,5.0
328868,103003,train,16,1,20,4.0
1851092,148816,train,5,3,16,30.0
2492390,124992,train,4,0,08,30.0
497918,170134,prior,38,0,16,5.0
2235746,18959,prior,27,2,09,18.0
1190002,81549,prior,54,3,04,6.0
2747692,144908,prior,12,6,10,5.0
566062,94508,prior,12,0,13,22.0
333599,167171,prior,57,5,06,5.0
2259361,87629,prior,13,3,13,10.0
1766860,119033,prior,47,0,18,1.0
1083346,146007,prior,31,1,11,6.0
1892696,144335,prior,9,1,14,9.0
1850352,204387,prior,4,1,14,7.0
3051928,175036,prior,8,0,15,6.0
2063754,190127,train,5,1,23,30.0
2114865,27884,prior,30,4,08,8.0
968977,161028,train,4,3,11,30.0
901589,159375,prior,8,1,08,14.0
2372000,158321,test,5,0,17,14.0
2950774,11764,prior,3,0,21,4.0
2117229,183911,prior,3,3,10,13.0
2960022,79387,prior,46,4,15,6.0
2439627,74680,prior,14,0,10,3.0
1863268,62763,prior,1,3,09,
2899806,58929,prior,20,0,17,30.0
2975641,44425,prior,3,1,14,30.0
2040361,181970,prior,85,0,15,4.0
1518183,88858,prior,2,0,20,1.0
1655468,30493,prior,15,6,21,0.0
2881186,66294,prior,11,2,20,16.0
2188203,181488,prior,1,6,01,
2072276,136864,prior,7,0,16,7.0
538753,5126,prior,4,5,13,17.0
906593,44633,prior,6,3,10,4.0
2104743,131426,prior,13,0,09,7.0
1813402,114977,prior,11,6,08,7.0
2375315,190389,prior,63,5,05,9.0
45360,110520,prior,14,1,15,30.0
1130342,120786,test,12,5,22,12.0
1852582,79520,prior,43,0,19,1.0
619652,21687,prior,3,2,20,30.0
390751,19973,prior,10,1,10,10.0
84447,34716,prior,9,1,19,24.0
840078,125564,prior,5,4,13,6.0
2816947,2556,prior,35,4,09,6.0
390217,205341,prior,8,3,15,7.0
2137974,99125,prior,14,3,09,9.0
351144,86590,prior,6,1,15,6.0
504775,142016,prior,6,4,16,4.0
2905795,88218,prior,3,0,07,7.0
1506052,83583,prior,9,3,13,21.0
241947,186508,prior,15,5,16,5.0
742955,170629,train,10,2,18,23.0
1546818,46972,prior,3,0,15,30.0
2660726,124822,prior,2,5,08,30.0
2478309,111830,prior,4,2,15,7.0
982290,84562,prior,2,5,18,5.0
251694,156734,prior,7,5,09,11.0
2875856,185264,prior,10,0,19,23.0
1030583,181548,prior,46,5,12,1.0
469257,163068,prior,14,5,13,0.0
1151727,181181,prior,25,0,15,4.0
2193184,10221,prior,69,1,15,5.0
3113375,83980,prior,2,4,20,3.0
795742,76219,prior,4,4,12,8.0
2053680,186669,prior,2,2,11,30.0
186164,72577,prior,39,0,18,2.0
998120,106461,prior,9,3,16,10.0
3020945,157593,prior,19,2,08,20.0
967722,109893,prior,11,5,15,1.0
1752643,95056,prior,30,2,13,10.0
1206740,4718,prior,15,1,10,28.0
188375,66188,prior,3,4,17,9.0
778516,200993,prior,2,2,10,7.0
2536290,165202,prior,1,2,17,
2942479,164512,prior,5,2,14,8.0
2833450,95384,train,9,3,09,30.0
2279501,19370,prior,12,6,18,11.0
711464,118822,prior,10,5,14,22.0
