order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
906103,82742,prior,23,0,18,3.0
2058154,175920,prior,23,4,11,9.0
1938222,151712,prior,15,3,12,6.0
829755,100244,prior,5,1,16,7.0
2801958,36553,prior,3,0,14,7.0
2546728,159524,prior,32,2,22,20.0
1648319,181550,prior,3,6,9,14.0
1930952,141731,prior,6,3,11,8.0
1907384,71738,prior,27,6,9,6.0
2659355,59741,prior,3,3,20,1.0
1551685,81026,prior,1,3,13,0.0
464878,148628,prior,15,1,10,3.0
2929036,195643,train,4,2,12,30.0
2951892,174947,prior,63,3,14,2.0
2360718,6180,prior,2,3,15,28.0
1245701,182480,prior,11,5,21,10.0
3121095,160027,test,11,1,17,30.0
2531186,144435,prior,81,5,14,4.0
2458731,97082,prior,18,0,13,13.0
2706948,120854,prior,4,1,21,8.0
1715947,181652,prior,12,4,17,23.0
1180558,154807,prior,7,1,10,28.0
2761425,197479,prior,15,5,16,0.0
777447,167889,prior,2,2,9,6.0
1876752,160532,prior,1,1,9,0.0
3322781,45525,prior,1,6,19,0.0
531816,100008,prior,17,2,13,5.0
2309660,170985,prior,5,2,11,8.0
1729074,141322,train,35,6,17,20.0
2898476,166914,prior,3,0,19,16.0
1656022,120837,prior,38,4,11,2.0
764824,98189,prior,24,1,21,6.0
461829,29032,prior,31,5,12,5.0
3189604,136752,prior,1,4,7,0.0
2620048,139534,prior,8,0,12,20.0
102097,201537,prior,10,2,13,19.0
3288486,133565,prior,10,1,17,2.0
794229,143840,prior,10,1,11,2.0
3103403,122754,prior,7,3,15,8.0
1442845,122239,test,9,1,16,20.0
3174023,127481,prior,11,6,7,9.0
3064289,144955,prior,3,0,13,6.0
3028175,120246,prior,25,1,7,8.0
1536222,176184,prior,15,3,7,30.0
504658,27860,prior,23,5,23,5.0
1135330,34750,prior,19,4,13,21.0
3040418,18417,prior,39,5,7,2.0
2383679,154837,prior,53,3,8,4.0
1198579,156823,prior,9,6,10,30.0
2380495,41254,prior,19,1,8,7.0
373891,19899,prior,9,5,15,12.0
3305495,139839,prior,52,1,11,6.0
1730007,204909,test,32,3,10,23.0
3104892,120907,prior,1,1,8,0.0
1788859,143325,prior,14,5,19,27.0
2929232,98518,train,58,0,13,12.0
755721,47809,prior,1,2,9,0.0
1076857,20328,prior,10,6,11,4.0
961597,125280,prior,37,4,16,1.0
680570,157650,prior,1,0,8,0.0
356147,22704,prior,16,0,14,14.0
3200322,112013,prior,9,1,13,7.0
1280160,59712,prior,25,2,11,8.0
766888,123566,prior,7,2,14,21.0
3181883,128443,prior,4,1,21,13.0
516590,148861,prior,73,1,20,3.0
2956485,194770,prior,10,6,9,7.0
1539941,188576,prior,12,5,9,10.0
997323,94855,prior,7,6,15,10.0
803117,4119,prior,3,4,7,4.0
3279867,150649,prior,2,6,14,30.0
735486,174730,prior,6,1,14,23.0
2576084,98125,prior,9,2,16,13.0
2839820,202876,prior,15,4,13,2.0
3089166,106096,prior,4,1,15,24.0
74473,121973,prior,10,4,12,11.0
3155472,146723,test,6,3,10,30.0
1449753,9995,prior,14,4,18,7.0
3181069,103429,train,48,6,15,15.0
183281,136531,prior,33,2,14,8.0
3073745,79965,prior,78,6,9,4.0
2825894,100968,prior,6,3,15,14.0
1811117,94760,prior,18,2,8,8.0
1266670,154382,prior,15,1,9,7.0
2707045,52984,prior,16,2,14,8.0
1870027,7418,prior,16,3,16,0.0
199732,194875,prior,12,5,17,1.0
1023972,23768,prior,18,5,17,5.0
734746,100346,prior,4,4,18,4.0
2800403,175771,prior,10,1,12,21.0
3008348,191824,prior,9,1,16,20.0
2662585,76326,prior,14,2,20,4.0
2691894,134259,prior,12,0,17,3.0
2960807,185929,prior,7,1,11,8.0
3134528,34305,prior,67,2,9,3.0
1012666,76399,prior,54,3,13,1.0
2274727,68242,prior,1,2,15,0.0
204953,140558,prior,3,1,8,30.0
1618179,28854,prior,5,2,11,30.0
1829836,132550,prior,11,3,15,26.0
1489472,189099,prior,14,1,9,7.0
1159625,73645,prior,77,1,12,4.0
3033473,81990,prior,32,0,9,7.0
3336236,92135,prior,26,3,10,7.0
777779,47572,prior,3,4,11,30.0
727763,165798,prior,10,4,13,9.0
765130,101406,prior,11,2,19,15.0
1560585,203250,prior,8,1,11,30.0
2258864,191344,prior,11,2,9,8.0
2180426,122683,prior,16,3,12,12.0
873379,202667,prior,18,2,17,7.0
837727,9977,prior,14,4,16,7.0
2436551,114012,prior,3,1,10,4.0
326540,109067,train,5,5,17,16.0
2522540,109443,prior,20,6,14,6.0
1354344,117291,prior,2,2,0,30.0
1414688,168997,prior,21,4,16,21.0
1520953,85213,prior,1,6,5,0.0
2345888,47523,prior,35,2,13,13.0
1022651,55504,prior,35,4,8,6.0
2984222,40081,prior,4,0,16,25.0
2183973,63864,prior,29,5,22,12.0
938238,38986,prior,3,3,12,1.0
2425094,119367,test,10,2,14,9.0
1536962,66793,prior,73,4,10,7.0
2981420,43232,prior,35,2,10,9.0
3393413,168741,prior,21,1,7,6.0
3117788,137799,prior,73,4,14,1.0
2062481,90860,prior,12,3,8,2.0
590639,202551,prior,21,4,12,13.0
866434,149074,prior,42,4,15,1.0
2883252,127895,prior,10,2,8,5.0
1747557,87051,prior,11,6,12,13.0
156495,43820,prior,9,4,14,26.0
3277917,154464,prior,14,1,17,10.0
2006188,164653,prior,8,6,11,6.0
1705816,81795,prior,6,1,10,30.0
2740923,35058,prior,23,5,14,7.0
1805069,131527,prior,8,6,13,9.0
1309413,104412,prior,3,4,12,30.0
2768760,185205,prior,5,0,11,30.0
1796375,133655,prior,14,5,11,4.0
1724797,31305,prior,1,0,14,0.0
954482,84108,prior,6,3,15,10.0
2656135,105338,prior,85,1,14,0.0
163167,149214,prior,13,1,11,0.0
1511122,185457,prior,76,0,17,3.0
1507136,154388,prior,27,6,10,7.0
3391052,25966,prior,18,0,9,1.0
2788709,115124,prior,4,0,17,21.0
1564806,3258,prior,4,3,15,13.0
980090,150236,prior,1,2,11,0.0
1415328,120534,prior,7,6,19,6.0
1250138,3438,prior,47,1,3,4.0
3187352,80468,prior,5,0,7,3.0
1943228,47716,prior,6,3,21,17.0
90740,84969,prior,19,3,18,2.0
3190319,109392,prior,27,0,14,4.0
1929634,27969,prior,7,0,10,6.0
84560,121428,prior,5,5,9,10.0
514405,69493,prior,78,0,11,4.0
2755777,64291,prior,1,5,12,0.0
2319738,127506,prior,46,0,8,4.0
2993798,134147,prior,12,6,12,30.0
498263,5712,prior,4,1,14,20.0
3394382,142630,prior,7,5,21,5.0
168638,64763,prior,4,0,9,30.0
2898876,200007,prior,5,5,17,5.0
2664605,50459,test,5,4,16,30.0
840732,82424,prior,46,2,11,1.0
1535529,126718,prior,13,4,13,12.0
2153727,5684,prior,28,4,14,3.0
1651442,107585,prior,6,0,17,7.0
1304806,161172,prior,15,0,13,30.0
2157987,72386,prior,7,3,10,8.0
1175578,37258,prior,11,2,8,5.0
1087673,145698,prior,2,1,7,30.0
394418,67471,prior,22,3,13,7.0
2943068,7264,prior,4,2,17,7.0
2267642,203512,prior,28,3,6,8.0
1812758,204142,prior,15,0,13,17.0
2079972,96059,prior,5,0,14,13.0
3205812,115967,prior,6,5,17,9.0
1178201,150722,prior,72,4,9,1.0
1021395,120511,prior,2,0,8,6.0
224953,115931,prior,6,3,18,7.0
2121009,48380,prior,8,1,12,25.0
1667442,197635,prior,1,1,16,0.0
1595921,182547,prior,31,5,13,1.0
1954415,71598,prior,6,0,11,8.0
2972864,12270,prior,2,1,16,13.0
1331570,21208,prior,1,3,12,0.0
2239178,99849,prior,15,6,14,11.0
1940937,46489,prior,12,1,11,6.0
712781,105349,prior,1,6,14,0.0
2507970,31796,train,13,5,21,5.0
3411138,190550,prior,19,6,15,30.0
2377121,125147,prior,9,1,14,21.0
2810447,38398,prior,2,0,13,7.0
1325521,49701,prior,35,6,2,5.0
2961936,159408,prior,11,4,10,13.0
2586736,32772,prior,97,2,10,7.0
3420452,86741,prior,7,3,12,23.0
3148850,138760,prior,30,5,6,7.0
3123732,122113,prior,2,6,12,14.0
2239442,134060,prior,47,3,11,3.0
1255185,204233,prior,77,1,8,2.0
2063274,198,prior,2,4,12,3.0
2337639,119623,prior,6,0,12,8.0
1259699,26712,prior,72,5,14,3.0
868676,198258,prior,16,0,13,2.0
2857213,10497,prior,9,6,11,5.0
1615000,73364,prior,65,3,11,3.0
268263,19866,prior,40,4,9,4.0
559392,80504,prior,13,4,14,7.0
2491175,132154,prior,33,5,18,7.0
368949,147628,prior,2,3,9,30.0
1856481,153967,prior,3,4,15,0.0
281555,78379,prior,4,2,11,30.0
1289610,150985,prior,25,0,14,11.0
2660442,174297,prior,3,2,6,2.0
1229992,59599,prior,13,2,12,1.0
3151891,97825,prior,44,3,16,7.0
179365,58919,prior,86,1,14,3.0
1236564,75693,prior,6,0,11,6.0
44114,51929,prior,7,0,10,14.0
541839,27233,prior,3,5,9,3.0
3365933,14379,train,8,4,20,6.0
678829,199973,prior,41,2,14,6.0
2342531,162773,prior,1,1,10,0.0
1984083,79376,prior,3,3,12,1.0
3131532,100694,prior,7,6,10,24.0
1822436,128627,prior,28,3,7,7.0
2198450,51156,prior,27,1,15,14.0
1799787,43021,prior,8,1,8,0.0
2927280,24422,prior,7,1,18,5.0
1536643,100825,prior,75,4,9,1.0
1713199,128147,prior,4,6,10,11.0
1294301,91512,prior,21,4,10,10.0
410249,188352,prior,9,5,10,8.0
1004603,134437,prior,4,3,6,30.0
689361,137869,prior,1,1,13,0.0
59914,24578,prior,5,4,13,8.0
3140858,151037,prior,35,4,10,6.0
2803779,182664,prior,13,5,12,30.0
1602522,86240,prior,12,6,13,8.0
2372090,136327,prior,20,5,12,3.0
1631116,157901,prior,20,0,13,29.0
555871,63388,prior,18,0,13,1.0
865054,132217,prior,96,2,18,8.0
2241521,192191,prior,57,6,9,14.0
3420143,180126,prior,3,1,16,9.0
235914,77266,prior,12,1,11,3.0
3394213,129364,prior,2,2,20,3.0
143942,87233,train,5,0,14,14.0
2296540,79676,prior,1,4,15,0.0
2159995,102915,prior,61,5,13,7.0
2776748,175097,prior,70,2,12,1.0
2883956,36415,prior,27,3,9,2.0
2538785,147197,prior,36,3,8,22.0
3143812,59447,prior,5,6,17,10.0
1347371,177801,prior,1,6,15,0.0
2188447,11682,test,12,4,15,21.0
2887804,59576,prior,6,6,13,7.0
2731878,202465,prior,53,6,14,7.0
871173,46671,prior,8,6,21,30.0
14824,115624,prior,7,3,14,30.0
2157627,124662,prior,5,5,9,6.0
1395130,193603,prior,32,0,9,2.0
1774134,102364,prior,29,4,21,8.0
349610,199851,prior,5,6,15,30.0
613900,17311,prior,10,1,12,0.0
3339871,161724,prior,50,5,6,4.0
3324838,80386,prior,12,0,12,3.0
2983913,100987,prior,1,5,13,0.0
1086443,199051,prior,4,1,15,15.0
1222068,188724,prior,16,1,10,14.0
732493,98274,train,41,0,23,10.0
1893404,65180,prior,4,1,8,0.0
1967347,113966,train,13,4,12,9.0
1653776,62812,prior,47,2,10,9.0
2564946,189351,prior,6,6,17,30.0
3361759,205513,prior,69,2,10,4.0
2799635,179289,prior,2,2,17,23.0
2825420,96980,prior,29,4,10,8.0
1417255,73031,prior,22,6,19,14.0
2864354,121232,prior,9,1,8,8.0
955885,188634,prior,35,2,14,2.0
3093772,183083,prior,10,0,9,30.0
2954046,126448,test,71,2,12,9.0
1884286,204830,prior,6,5,18,7.0
2549635,11456,prior,8,0,18,11.0
