order_id,user_id,order_number,product_id,add_to_cart_order,reordered,cumulative_reorder_per_customer
3338569,47295,9,48647,8,1,4
1340693,47304,6,27695,1,0,0
1340693,47304,6,2452,2,0,0
1340693,47304,6,39475,3,0,0
1340693,47304,6,34969,4,1,1
1340693,47304,6,28842,5,1,2
1340693,47304,6,43076,6,0,2
1340693,47304,6,43712,7,0,2
1340693,47304,6,33731,8,0,2
1340693,47304,6,43129,9,0,2
1340693,47304,6,18465,10,0,2
2856687,47611,8,45064,1,0,0
2856687,47611,8,16607,2,1,1
2856687,47611,8,23102,3,1,2
2856687,47611,8,20577,4,1,3
2856687,47611,8,24852,5,1,4
2381838,47877,10,10509,1,1,1
1375522,47884,5,10957,1,1,1
1375522,47884,5,48695,2,1,2
1375522,47884,5,24852,3,1,3
1375522,47884,5,21137,4,1,4
1375522,47884,5,9422,5,1,5
1375522,47884,5,13951,6,1,6
1375522,47884,5,41351,7,1,7
1921507,47949,36,4957,1,1,1
1921507,47949,36,11123,2,1,2
1921507,47949,36,31231,3,1,3
1921507,47949,36,29103,4,1,4
1921507,47949,36,22035,5,1,5
1921507,47949,36,8061,6,1,6
1921507,47949,36,41716,7,1,7
1921507,47949,36,27966,8,1,8
1921507,47949,36,47912,9,1,9
1921507,47949,36,28465,10,1,10
1921507,47949,36,27086,11,1,11
1921507,47949,36,13263,12,1,12
1921507,47949,36,5322,13,1,13
1921507,47949,36,18531,14,1,14
1921507,47949,36,47521,15,1,15
1921507,47949,36,24241,16,1,16
1921507,47949,36,45013,17,1,17
1921507,47949,36,28476,18,1,18
1921507,47949,36,19006,19,1,19
1921507,47949,36,17730,20,1,20
1921507,47949,36,45645,21,1,21
1921507,47949,36,40723,22,0,21
1921507,47949,36,45154,23,0,21
2526922,48093,14,40905,1,0,0
2526922,48093,14,40638,2,0,0
2526922,48093,14,8953,3,0,0
2526922,48093,14,24325,4,0,0
1001599,48160,18,34050,1,1,1
1001599,48160,18,17306,2,1,2
1001599,48160,18,43067,3,1,3
1001599,48160,18,37040,4,1,4
3304359,48450,16,12254,1,0,0
3304359,48450,16,25640,2,0,0
3304359,48450,16,25340,3,1,1
3304359,48450,16,28353,4,1,2
3304359,48450,16,34281,5,0,2
3304359,48450,16,12033,6,1,3
3304359,48450,16,27086,7,1,4
2734241,48620,12,30489,1,1,1
2734241,48620,12,31720,2,1,2
2734241,48620,12,31342,3,1,3
2734241,48620,12,38159,4,1,4
2734241,48620,12,43504,5,1,5
2734241,48620,12,44359,6,1,6
2734241,48620,12,22035,7,1,7
2734241,48620,12,38650,8,1,8
2734241,48620,12,21903,9,1,9
2734241,48620,12,13176,10,1,10
2734241,48620,12,2108,11,1,11
1288404,48791,5,40545,1,0,0
1288404,48791,5,21903,2,0,0
1288404,48791,5,20580,3,0,0
1288404,48791,5,1158,4,1,1
1288404,48791,5,30391,5,1,2
1288404,48791,5,47672,6,1,3
1288404,48791,5,2966,7,1,4
1288404,48791,5,39190,8,1,5
1288404,48791,5,38689,9,1,6
1288404,48791,5,13740,10,1,7
1288404,48791,5,5194,11,1,8
1288404,48791,5,33055,12,1,9
1288404,48791,5,14881,13,1,10
1288404,48791,5,38311,14,1,11
1288404,48791,5,226,15,1,12
1288404,48791,5,5547,16,1,13
1288404,48791,5,30489,17,1,14
1288404,48791,5,25340,18,1,15
1288404,48791,5,38159,19,1,16
1288404,48791,5,9507,20,1,17
3356599,48936,18,2763,1,1,1
3356599,48936,18,38689,2,1,2
3356599,48936,18,24852,3,1,3
3356599,48936,18,17600,4,1,4
3356599,48936,18,13431,5,1,5
3356599,48936,18,7559,6,1,6
3356599,48936,18,46290,7,1,7
3356599,48936,18,44098,8,1,8
3356599,48936,18,24850,9,0,8
3356599,48936,18,47209,10,1,9
3356599,48936,18,17122,11,1,10
3356599,48936,18,26604,12,1,11
3356599,48936,18,43961,13,1,12
3356599,48936,18,5212,14,1,13
3356599,48936,18,31433,15,1,14
3356599,48936,18,20842,16,0,14
3356599,48936,18,4983,17,0,14
1528592,49094,25,39558,1,0,0
1528592,49094,25,24964,2,1,1
1528592,49094,25,4210,3,0,1
1528592,49094,25,22935,4,0,1
1528592,49094,25,13535,5,0,1
1528592,49094,25,47626,6,1,2
1528592,49094,25,41544,7,0,2
1528592,49094,25,44910,8,1,3
3027599,49309,13,1463,1,1,1
3027599,49309,13,44632,2,1,2
3027599,49309,13,47766,3,0,2
3027599,49309,13,13176,4,1,3
3027599,49309,13,6348,5,1,4
3027599,49309,13,30382,6,0,4
3027599,49309,13,15285,7,1,5
3027599,49309,13,26209,8,0,5
3027599,49309,13,40706,9,0,5
3027599,49309,13,3957,10,1,6
3027599,49309,13,27663,11,0,6
2678456,49336,4,22365,1,1,1
2678456,49336,4,23405,2,0,1
2678456,49336,4,21137,3,1,2
2678456,49336,4,397,4,0,2
2678456,49336,4,20178,5,0,2
2678456,49336,4,6046,6,0,2
2678456,49336,4,4605,7,0,2
2678456,49336,4,890,8,0,2
2678456,49336,4,44449,9,0,2
2678456,49336,4,27156,10,0,2
2678456,49336,4,17044,11,0,2
149297,49457,9,38311,1,1,1
149297,49457,9,13870,2,1,2
149297,49457,9,10125,3,1,3
2792518,50358,25,16837,1,1,1
2792518,50358,25,35628,2,1,2
2792518,50358,25,3957,3,1,3
2792518,50358,25,13176,4,1,4
2792518,50358,25,21616,5,1,5
2792518,50358,25,14715,6,1,6
2792518,50358,25,49284,7,0,6
969799,51136,8,41644,1,1,1
969799,51136,8,4304,2,0,1
969799,51136,8,6111,3,1,2
969799,51136,8,20608,4,0,2
969799,51136,8,7325,5,1,3
969799,51136,8,28199,6,1,4
969799,51136,8,9076,7,1,5
969799,51136,8,45066,8,0,5
717837,51237,4,25379,1,1,1
717837,51237,4,4557,2,1,2
717837,51237,4,31759,3,0,2
717837,51237,4,34005,4,1,3
717837,51237,4,21292,5,0,3
1522980,51609,4,14563,1,0,0
1522980,51609,4,15261,2,0,0
1522980,51609,4,13780,3,1,1
1522980,51609,4,19893,4,0,1
1522980,51609,4,36070,5,1,2
1522980,51609,4,14705,6,0,2
1522980,51609,4,22142,7,1,3
1522980,51609,4,24156,8,0,3
1522980,51609,4,23537,9,0,3
1522980,51609,4,38233,10,0,3
1522980,51609,4,39425,11,0,3
1522980,51609,4,49505,12,0,3
1522980,51609,4,44713,13,0,3
1522980,51609,4,20378,14,0,3
1522980,51609,4,5782,15,0,3
1522980,51609,4,12845,16,0,3
1522980,51609,4,39137,17,0,3
1522980,51609,4,40945,18,0,3
1522980,51609,4,38108,19,0,3
1522980,51609,4,7806,20,0,3
1522980,51609,4,39408,21,0,3
1522980,51609,4,25604,22,0,3
1522980,51609,4,35752,23,0,3
1522980,51609,4,48562,24,0,3
1522980,51609,4,44683,25,0,3
1522980,51609,4,23339,26,0,3
1522980,51609,4,23734,27,1,4
1522980,51609,4,5612,28,0,4
1522980,51609,4,32624,29,0,4
1522980,51609,4,14168,30,0,4
1522980,51609,4,31871,31,0,4
1522980,51609,4,42504,32,0,4
1522980,51609,4,32044,33,0,4
3030560,51618,20,12606,1,1,1
3030560,51618,20,44142,2,1,2
3030560,51618,20,27629,3,1,3
3030560,51618,20,9387,4,1,4
3030560,51618,20,44229,5,0,4
3030560,51618,20,10867,6,0,4
3030560,51618,20,31487,7,0,4
3355686,51625,16,8539,1,0,0
3355686,51625,16,14129,2,0,0
3355686,51625,16,9687,3,1,1
3355686,51625,16,9666,4,1,2
3355686,51625,16,36929,5,1,3
3355686,51625,16,45081,6,1,4
3355686,51625,16,49131,7,1,5
3355686,51625,16,28967,8,0,5
3355686,51625,16,41427,9,0,5
746965,51782,49,2954,1,1,1
746965,51782,49,10749,2,1,2
746965,51782,49,27104,3,1,3
746965,51782,49,45535,4,1,4
746965,51782,49,22935,5,1,5
746965,51782,49,24964,6,1,6
746965,51782,49,47209,7,1,7
746965,51782,49,14947,8,1,8
746965,51782,49,25466,9,1,9
746965,51782,49,44359,10,1,10
746965,51782,49,31275,11,1,11
746965,51782,49,27451,12,1,12
746965,51782,49,2480,13,1,13
746965,51782,49,33257,14,1,14
746965,51782,49,38273,15,1,15
746965,51782,49,36528,16,0,15
746965,51782,49,38596,17,1,16
746965,51782,49,38295,18,1,17
879947,52240,4,17015,1,1,1
2319870,52366,3,11885,1,1,1
2319870,52366,3,11826,2,0,1
2319870,52366,3,19165,3,0,1
2319870,52366,3,36186,4,1,2
2319870,52366,3,9623,5,1,3
670050,53085,6,47209,1,1,1
670050,53085,6,30169,2,1,2
670050,53085,6,24852,3,0,2
670050,53085,6,32177,4,1,3
670050,53085,6,19457,5,1,4
670050,53085,6,21137,6,0,4
1643851,53171,7,581,1,1,1
1643851,53171,7,32655,2,1,2
1643851,53171,7,5785,3,1,3
1643851,53171,7,24852,4,1,4
1643851,53171,7,7503,5,1,5
1643851,53171,7,248,6,1,6
1643851,53171,7,12845,7,1,7
1643851,53171,7,25630,8,0,7
1643851,53171,7,7673,9,1,8
1643851,53171,7,49683,10,1,9
2013242,53243,15,5271,1,0,0
2013242,53243,15,35702,2,0,0
2013242,53243,15,43924,3,0,0
2013242,53243,15,26318,4,1,1
2013242,53243,15,16797,5,1,2
2013242,53243,15,19604,6,1,3
2013242,53243,15,28073,7,1,4
2013242,53243,15,42614,8,1,5
2013242,53243,15,20802,9,1,6
2013242,53243,15,24852,10,1,7
2013242,53243,15,35578,11,1,8
2013242,53243,15,35205,12,0,8
2013242,53243,15,7693,13,1,9
2013242,53243,15,18373,14,1,10
2013242,53243,15,13977,15,0,10
2013242,53243,15,25654,16,0,10
2013242,53243,15,3953,17,1,11
2013242,53243,15,1774,18,1,12
2013242,53243,15,1241,19,1,13
2013242,53243,15,28185,20,1,14
2013242,53243,15,48097,21,1,15
2013242,53243,15,28016,22,1,16
2013242,53243,15,7838,23,0,16
2013242,53243,15,25786,24,0,16
2013242,53243,15,46189,25,1,17
2013242,53243,15,4674,26,1,18
2013242,53243,15,41805,27,1,19
2013242,53243,15,1154,28,1,20
2013242,53243,15,29064,29,1,21
2013242,53243,15,33852,30,1,22
2013242,53243,15,17807,31,1,23
2013242,53243,15,32133,32,0,23
2013242,53243,15,10710,33,1,24
2013242,53243,15,10823,34,0,24
2013242,53243,15,5436,35,0,24
2013242,53243,15,8670,36,0,24
2013242,53243,15,14875,37,0,24
2013242,53243,15,5770,38,0,24
2013242,53243,15,45288,39,1,25
2013242,53243,15,47144,40,1,26
2013242,53243,15,44903,41,1,27
1291302,53310,5,43785,1,0,0
1291302,53310,5,9327,2,1,1
1291302,53310,5,20126,3,0,1
1291302,53310,5,45258,4,0,1
1291302,53310,5,49480,5,0,1
1291302,53310,5,22497,6,0,1
1291302,53310,5,18339,7,0,1
1291302,53310,5,41719,8,0,1
1291302,53310,5,24780,9,1,2
1291302,53310,5,21795,10,0,2
1291302,53310,5,47163,11,0,2
1291302,53310,5,39581,12,0,2
3364977,53541,4,24838,1,1,1
3364977,53541,4,5063,2,0,1
3364977,53541,4,19006,3,0,1
3364977,53541,4,12395,4,1,2
3364977,53541,4,16262,5,1,3
3364977,53541,4,45445,6,0,3
3364977,53541,4,31853,7,0,3
3364977,53541,4,29500,8,1,4
3364977,53541,4,32579,9,0,4
3364977,53541,4,36724,10,0,4
3364977,53541,4,23047,11,0,4
3364977,53541,4,28204,12,1,5
3364977,53541,4,47209,13,1,6
3364977,53541,4,37496,14,0,6
3364977,53541,4,21230,15,0,6
3364977,53541,4,10409,16,1,7
3364977,53541,4,11707,17,0,7
3364977,53541,4,46902,18,1,8
3364977,53541,4,43310,19,0,8
3364977,53541,4,29124,20,0,8
3364977,53541,4,1203,21,0,8
1461743,53633,10,27845,1,0,0
1461743,53633,10,46575,2,0,0
1461743,53633,10,22124,3,1,1
1461743,53633,10,18926,4,1,2
1461743,53633,10,13351,5,1,3
1461743,53633,10,25949,6,1,4
1461743,53633,10,24024,7,1,5
1461743,53633,10,27626,8,1,6
1461743,53633,10,15057,9,1,7
2024457,53694,44,40231,1,0,0
2024457,53694,44,11182,2,1,1
2024457,53694,44,49608,3,1,2
2024457,53694,44,34640,4,1,3
2024457,53694,44,23734,5,1,4
2024457,53694,44,1408,6,1,5
2024457,53694,44,38279,7,1,6
2024457,53694,44,40208,8,1,7
2024457,53694,44,38905,9,1,8
2024457,53694,44,8536,10,1,9
2024457,53694,44,24053,11,1,10
2024457,53694,44,47537,12,1,11
2024457,53694,44,39719,13,1,12
2024457,53694,44,17008,14,1,13
2024457,53694,44,14992,15,1,14
2024457,53694,44,1696,16,1,15
2024457,53694,44,37145,17,1,16
2024457,53694,44,16797,18,1,17
1687584,54041,18,26131,1,0,0
1687584,54041,18,27093,2,1,1
1687584,54041,18,20794,3,1,2
1687584,54041,18,13263,4,1,3
1687584,54041,18,32857,5,1,4
1687584,54041,18,18567,6,0,4
1687584,54041,18,17038,7,1,5
1687584,54041,18,22504,8,1,6
1687584,54041,18,30776,9,1,7
1687584,54041,18,177,10,1,8
1687584,54041,18,19239,11,1,9
1687584,54041,18,37687,12,1,10
1687584,54041,18,9604,13,1,11
1687584,54041,18,39782,14,1,12
1687584,54041,18,36865,15,1,13
1687584,54041,18,17333,16,1,14
1687584,54041,18,35429,17,1,15
1687584,54041,18,35951,18,1,16
1687584,54041,18,22963,19,1,17
1687584,54041,18,43662,20,1,18
1687584,54041,18,18465,21,1,19
1687584,54041,18,20580,22,0,19
1687584,54041,18,18811,23,1,20
1482787,54310,3,43122,1,1,1
1482787,54310,3,2014,2,0,1
1482787,54310,3,31513,3,1,2
1482787,54310,3,15053,4,1,3
1482787,54310,3,18479,5,1,4
1482787,54310,3,24852,6,1,5
1482787,54310,3,27683,7,1,6
1482787,54310,3,4600,8,0,6
1482787,54310,3,20327,9,0,6
1482787,54310,3,25919,10,0,6
1482787,54310,3,29987,11,0,6
3098070,54402,13,24852,1,1,1
3098070,54402,13,6656,2,1,2
3098070,54402,13,40632,3,1,3
3098070,54402,13,39475,4,1,4
3098070,54402,13,28204,5,1,5
3098070,54402,13,46069,6,1,6
3098070,54402,13,16254,7,1,7
3098070,54402,13,47209,8,1,8
3098070,54402,13,44377,9,1,9
3098070,54402,13,31869,10,1,10
3098070,54402,13,16083,11,1,11
3098070,54402,13,31506,12,0,11
3098070,54402,13,11599,13,0,11
3098070,54402,13,41198,14,0,11
3098070,54402,13,39699,15,1,12
3098070,54402,13,9339,16,1,13
3098070,54402,13,42359,17,0,13
1057387,54921,23,34243,1,1,1
1057387,54921,23,48104,2,0,1
1057387,54921,23,19472,3,0,1
1057387,54921,23,42768,4,0,1
1057387,54921,23,11069,5,1,2
1057387,54921,23,12686,6,0,2
1057387,54921,23,31342,7,0,2
1057387,54921,23,49,8,0,2
1057387,54921,23,12357,9,0,2
1057387,54921,23,4920,10,0,2
1057387,54921,23,31717,11,1,3
1057387,54921,23,46294,12,1,4
1057387,54921,23,21137,13,1,5
1057387,54921,23,11576,14,1,6
157195,55194,12,37687,1,1,1
157195,55194,12,42867,2,0,1
157195,55194,12,6104,3,0,1
1901608,55321,35,39947,1,1,1
1901608,55321,35,30353,2,1,2
1901608,55321,35,28342,3,1,3
1901608,55321,35,30117,4,1,4
1901608,55321,35,41716,5,1,5
1901608,55321,35,49235,6,1,6
1901608,55321,35,27845,7,1,7
1901608,55321,35,24852,8,1,8
1901608,55321,35,28204,9,1,9
1901608,55321,35,35221,10,1,10
1901608,55321,35,25133,11,1,11
1901608,55321,35,40709,12,1,12
1901608,55321,35,39877,13,1,13
1901608,55321,35,33037,14,1,14
1901608,55321,35,5876,15,1,15
1901608,55321,35,11452,16,1,16
1901608,55321,35,34448,17,1,17
1901608,55321,35,19006,18,0,17
1901608,55321,35,39886,19,0,17
1901608,55321,35,13740,20,0,17
1901608,55321,35,27626,21,0,17
1901608,55321,35,13776,22,0,17
1901608,55321,35,27115,23,0,17
2901217,55991,8,13176,1,1,1
2901217,55991,8,14771,2,1,2
2901217,55991,8,14444,3,1,3
2901217,55991,8,46562,4,0,3
1356263,56571,12,3480,1,0,0
1356263,56571,12,13032,2,1,1
1356263,56571,12,20955,3,1,2
1356263,56571,12,32478,4,1,3
1356263,56571,12,16797,5,1,4
1356263,56571,12,17207,6,1,5
1356263,56571,12,48762,7,1,6
1356263,56571,12,9076,8,1,7
1356263,56571,12,18296,9,1,8
1356263,56571,12,26088,10,0,8
1356263,56571,12,30827,11,0,8
1356263,56571,12,47402,12,0,8
1356263,56571,12,38768,13,1,9
115075,56627,26,32884,1,1,1
115075,56627,26,22935,2,1,2
115075,56627,26,8339,3,1,3
115075,56627,26,13852,4,0,3
115075,56627,26,42265,5,1,4
115075,56627,26,38739,6,1,5
115075,56627,26,31075,7,0,5
1795262,57149,15,23516,1,1,1
1795262,57149,15,44912,2,0,1
1795262,57149,15,44683,3,0,1
1795262,57149,15,33055,4,1,2
1795262,57149,15,6740,5,0,2
1795262,57149,15,12419,6,0,2
831322,57170,10,31805,1,1,1
831322,57170,10,21288,2,1,2
2509588,57357,7,17691,1,0,0
2509588,57357,7,21288,2,0,0
2345707,57704,24,44047,1,1,1
2345707,57704,24,14959,2,1,2
2345707,57704,24,45100,3,1,3
2345707,57704,24,16622,4,1,4
2345707,57704,24,6740,5,0,4
2345707,57704,24,8021,6,1,5
2345707,57704,24,34044,7,1,6
1219232,57767,30,26915,1,1,1
1219232,57767,30,13176,2,1,2
1219232,57767,30,4541,3,1,3
2075384,57941,33,44728,1,1,1
2075384,57941,33,15438,2,1,2
2075384,57941,33,19660,3,1,3
2075384,57941,33,6873,4,1,4
3138883,58370,8,46667,1,0,0
3138883,58370,8,41540,2,0,0
3138883,58370,8,28289,3,0,0
3138883,58370,8,31717,4,0,0
3138883,58370,8,16823,5,0,0
3138883,58370,8,21938,6,0,0
3138883,58370,8,9327,7,0,0
3138883,58370,8,26209,8,0,0
3138883,58370,8,4855,9,0,0
3138883,58370,8,9337,10,0,0
3138883,58370,8,39812,11,0,0
3138883,58370,8,25659,12,0,0
3138883,58370,8,40377,13,0,0
3138883,58370,8,16589,14,0,0
3138883,58370,8,38456,15,0,0
3138883,58370,8,11777,16,0,0
3138883,58370,8,35140,17,0,0
3138883,58370,8,44142,18,0,0
2620087,58441,23,16595,1,1,1
1148144,58447,5,12427,1,0,0
3099703,58464,12,31471,1,0,0
3099703,58464,12,23375,2,0,0
3099703,58464,12,14992,3,1,1
3099703,58464,12,2091,4,1,2
3099703,58464,12,15592,5,1,3
3099703,58464,12,1700,6,0,3
3099703,58464,12,28761,7,0,3
3099703,58464,12,24852,8,1,4
3099703,58464,12,10,9,1,5
3099703,58464,12,27086,10,1,6
3099703,58464,12,28199,11,0,6
3099703,58464,12,35004,12,0,6
11388,58619,1,42811,1,0,0
11388,58619,1,49235,2,0,0
11388,58619,1,33195,3,0,0
11388,58619,1,12817,4,0,0
11388,58619,1,2078,5,0,0
11388,58619,1,17200,6,0,0
11388,58619,1,9551,7,0,0
660164,58633,19,20899,1,1,1
660164,58633,19,43643,2,1,2
660164,58633,19,38562,3,1,3
660164,58633,19,16198,4,1,4
660164,58633,19,19678,5,1,5
660164,58633,19,27966,6,1,6
660164,58633,19,6184,7,1,7
660164,58633,19,48845,8,1,8
660164,58633,19,43818,9,1,9
660164,58633,19,4193,10,1,10
660164,58633,19,29975,11,1,11
612304,59205,7,6576,1,1,1
612304,59205,7,41844,2,1,2
612304,59205,7,34898,3,0,2
612304,59205,7,1940,4,1,3
612304,59205,7,12140,5,1,4
612304,59205,7,25298,6,1,5
612304,59205,7,13203,7,0,5
612304,59205,7,18721,8,0,5
612304,59205,7,46586,9,0,5
612304,59205,7,46593,10,0,5
612304,59205,7,22787,11,0,5
612304,59205,7,21139,12,0,5
2592492,59291,4,49111,1,1,1
2592492,59291,4,1694,2,1,2
2592492,59291,4,7781,3,1,3
2592492,59291,4,47766,4,1,4
2592492,59291,4,14781,5,0,4
2592492,59291,4,10724,6,1,5
2592492,59291,4,33572,7,0,5
2592492,59291,4,6489,8,0,5
2592492,59291,4,19706,9,0,5
2592492,59291,4,22308,10,1,6
685731,59328,38,29778,1,0,0
685731,59328,38,34504,2,0,0
685731,59328,38,14999,3,0,0
685731,59328,38,27864,4,0,0
2155094,59355,19,612,1,0,0
2155094,59355,19,2180,2,0,0
2155094,59355,19,6177,3,1,1
2155094,59355,19,12206,4,1,2
2155094,59355,19,10009,5,1,3
2155094,59355,19,5077,6,1,4
2789149,59522,8,14852,1,1,1
2789149,59522,8,39646,2,0,1
2789149,59522,8,8006,3,1,2
2789149,59522,8,15945,4,0,2
2789149,59522,8,1447,5,1,3
194904,60206,19,14084,1,1,1
194904,60206,19,19660,2,1,2
194904,60206,19,4920,3,1,3
194904,60206,19,21137,4,1,4
194904,60206,19,611,5,1,5
194904,60206,19,20632,6,1,6
194904,60206,19,26369,7,1,7
194904,60206,19,44359,8,1,8
194904,60206,19,5652,9,1,9
194904,60206,19,31717,10,1,10
194904,60206,19,22935,11,1,11
194904,60206,19,17017,12,1,12
194904,60206,19,44146,13,1,13
194904,60206,19,45200,14,1,14
194904,60206,19,5456,15,1,15
194904,60206,19,45633,16,1,16
194904,60206,19,436,17,1,17
194904,60206,19,21938,18,1,18
194904,60206,19,8025,19,1,19
194904,60206,19,45063,20,1,20
2139367,60251,2,30827,1,1,1
2139367,60251,2,27477,2,0,1
2139367,60251,2,33198,3,0,1
2139367,60251,2,10326,4,0,1
846690,60679,17,5390,1,0,0
846690,60679,17,8518,2,0,0
846690,60679,17,16759,3,0,0
846690,60679,17,44359,4,1,1
846690,60679,17,34358,5,0,1
846690,60679,17,4168,6,0,1
846690,60679,17,38419,7,0,1
846690,60679,17,18434,8,0,1
846690,60679,17,7021,9,1,2
846690,60679,17,45535,10,1,3
846690,60679,17,40141,11,0,3
846690,60679,17,40910,12,1,4
517945,60778,3,28204,1,1,1
517945,60778,3,47766,2,1,2
517945,60778,3,38689,3,1,3
517945,60778,3,49247,4,1,4
517945,60778,3,4793,5,1,5
517945,60778,3,22035,6,1,6
517945,60778,3,15649,7,1,7
517945,60778,3,9076,8,1,8
517945,60778,3,20549,9,0,8
517945,60778,3,22400,10,0,8
1333178,61175,8,24852,1,1,1
1333178,61175,8,39475,2,1,2
1333178,61175,8,24964,3,1,3
1333178,61175,8,27336,4,0,3
1333178,61175,8,21903,5,1,4
1333178,61175,8,43668,6,1,5
1333178,61175,8,44142,7,1,6
1333178,61175,8,47766,8,1,7
1333178,61175,8,6972,9,0,7
1333178,61175,8,15392,10,1,8
1333178,61175,8,3880,11,1,9
1333178,61175,8,20834,12,0,9
1333178,61175,8,16349,13,0,9
1333178,61175,8,35750,14,0,9
1333178,61175,8,26209,15,1,10
1333178,61175,8,27521,16,1,11
1333178,61175,8,1468,17,1,12
1333178,61175,8,47526,18,1,13
1333178,61175,8,28204,19,1,14
1333178,61175,8,25340,20,0,14
1100170,61306,49,37646,1,0,0
1100170,61306,49,18523,2,0,0
1100170,61306,49,41665,3,1,1
1100170,61306,49,33754,4,1,2
1100170,61306,49,31096,5,1,3
1100170,61306,49,27104,6,1,4
1100170,61306,49,2825,7,1,5
1100170,61306,49,48679,8,1,6
1100170,61306,49,23178,9,1,7
1100170,61306,49,47209,10,1,8
1100170,61306,49,33055,11,1,9
2097901,61437,17,17794,1,0,0
2097901,61437,17,9932,2,0,0
2097901,61437,17,25170,3,0,0
2097901,61437,17,43389,4,0,0
1946392,62183,7,42342,1,0,0
1946392,62183,7,27655,2,0,0
1946392,62183,7,1559,3,0,0
1946392,62183,7,46906,4,0,0
1946392,62183,7,5438,5,1,1
1946392,62183,7,40396,6,0,1
1946392,62183,7,21405,7,1,2
1946392,62183,7,26209,8,0,2
1946392,62183,7,20114,9,0,2
1946392,62183,7,8174,10,0,2
1946392,62183,7,28934,11,0,2
1946392,62183,7,48287,12,0,2
1946392,62183,7,40199,13,0,2
1946392,62183,7,26352,14,0,2
1946392,62183,7,36157,15,1,3
1946392,62183,7,7647,16,0,3
1946392,62183,7,1099,17,0,3
1946392,62183,7,14945,18,1,4
1946392,62183,7,19478,19,0,4
778025,62512,2,16349,1,0,0
778025,62512,2,13208,2,0,0
778025,62512,2,32465,3,1,1
778025,62512,2,27010,4,0,1
778025,62512,2,49481,5,0,1
778025,62512,2,28556,6,0,1
778025,62512,2,37449,7,0,1
778025,62512,2,35004,8,0,1
778025,62512,2,9844,9,0,1
1453608,63050,9,30597,1,1,1
235689,63869,4,15290,1,0,0
235689,63869,4,8518,2,0,0
235689,63869,4,22935,3,1,1
235689,63869,4,35939,4,0,1
235689,63869,4,32290,5,0,1
235689,63869,4,17429,6,0,1
235689,63869,4,14678,7,1,2
235689,63869,4,35264,8,0,2
235689,63869,4,47766,9,1,3
235689,63869,4,28476,10,0,3
235689,63869,4,47912,11,1,4
235689,63869,4,40706,12,0,4
1078578,64761,10,22035,1,1,1
1078578,64761,10,47672,2,1,2
1078578,64761,10,19415,3,1,3
1078578,64761,10,47209,4,1,4
1078578,64761,10,27104,5,1,5
1078578,64761,10,28985,6,1,6
1078578,64761,10,21903,7,1,7
1078578,64761,10,34243,8,1,8
1078578,64761,10,34668,9,1,9
1078578,64761,10,44987,10,1,10
1078578,64761,10,4589,11,1,11
1078578,64761,10,21137,12,1,12
1078578,64761,10,49628,13,0,12
1078578,64761,10,27966,14,1,13
1078578,64761,10,29926,15,1,14
1078578,64761,10,18362,16,1,15
1078578,64761,10,27336,17,0,15
1078578,64761,10,21329,18,0,15
1347307,64862,9,14650,1,0,0
1347307,64862,9,21903,2,1,1
1347307,64862,9,24489,3,0,1
1347307,64862,9,432,4,0,1
1347307,64862,9,46802,5,0,1
1347307,64862,9,35547,6,0,1
1347307,64862,9,47209,7,1,2
1347307,64862,9,40396,8,1,3
1347307,64862,9,34565,9,1,4
1347307,64862,9,31663,10,0,4
1347307,64862,9,2480,11,0,4
1347307,64862,9,8667,12,0,4
1347307,64862,9,7916,13,1,5
1347307,64862,9,47626,14,0,5
1347307,64862,9,39984,15,1,6
1347307,64862,9,33000,16,0,6
1347307,64862,9,48679,17,0,6
1347307,64862,9,34720,18,0,6
1347307,64862,9,30169,19,1,7
1347307,64862,9,10514,20,1,8
1347307,64862,9,13176,21,1,9
1347307,64862,9,43086,22,1,10
1347307,64862,9,22312,23,1,11
1347307,64862,9,7821,24,1,12
1120676,65284,6,2541,1,0,0
1120676,65284,6,34080,2,0,0
1120676,65284,6,34126,3,0,0
1120676,65284,6,31102,4,1,1
1612421,65371,6,47209,1,1,1
1612421,65371,6,26604,2,0,1
1612421,65371,6,28204,3,1,2
1612421,65371,6,23765,4,1,3
1612421,65371,6,19125,5,0,3
1612421,65371,6,48736,6,0,3
1612421,65371,6,12442,7,1,4
1612421,65371,6,38033,8,0,4
1612421,65371,6,27845,9,1,5
1612421,65371,6,22998,10,0,5
1612421,65371,6,19894,11,1,6
929490,65538,38,47766,1,1,1
929490,65538,38,28204,2,1,2
929490,65538,38,2770,3,1,3
929490,65538,38,13740,4,1,4
458292,65584,18,47766,1,1,1
458292,65584,18,24852,2,1,2
458292,65584,18,10121,3,1,3
458292,65584,18,38837,4,1,4
458292,65584,18,10605,5,1,5
458292,65584,18,24561,6,1,6
458292,65584,18,49608,7,1,7
458292,65584,18,35242,8,1,8
458292,65584,18,15649,9,1,9
458292,65584,18,42265,10,1,10
458292,65584,18,1035,11,1,11
458292,65584,18,34214,12,1,12
458292,65584,18,9178,13,1,13
458292,65584,18,42450,14,0,13
458292,65584,18,14126,15,0,13
458292,65584,18,6348,16,0,13
458292,65584,18,23919,17,1,14
458292,65584,18,5130,18,1,15
458292,65584,18,11520,19,1,16
458292,65584,18,48857,20,1,17
458292,65584,18,48239,21,1,18
458292,65584,18,25466,22,1,19
458292,65584,18,32911,23,1,20
